id,biometrico_id,timestamp,verificacion_tipo,estado_asistencia,device_ip,created_at
114901,3,2026-01-05 19:55:41,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114902,3,2026-01-06 08:20:39,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114903,3,2026-01-07 12:02:53,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114904,3,2026-01-07 16:22:58,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114905,3,2026-01-08 07:53:46,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114906,3,2026-01-08 20:26:14,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114907,3,2026-01-09 12:01:16,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114908,3,2026-01-11 20:04:00,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114909,3,2026-01-12 08:15:00,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114910,3,2026-01-12 19:59:23,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114911,3,2026-01-12 19:59:25,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114912,3,2026-01-13 08:07:31,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114913,3,2026-01-14 07:56:46,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114914,3,2026-01-14 11:55:47,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114915,3,2026-01-14 20:43:34,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114916,3,2026-01-16 07:59:06,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114917,3,2026-01-16 20:44:31,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114918,3,2026-01-17 20:06:43,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114919,3,2026-01-18 08:55:26,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114920,3,2026-01-18 08:55:36,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114921,3,2026-01-19 12:06:08,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114922,3,2026-01-19 16:50:39,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114923,3,2026-01-20 07:55:57,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114924,3,2026-01-20 20:46:45,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114925,3,2026-01-22 12:00:44,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114926,3,2026-01-22 20:31:04,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114927,3,2026-01-23 12:14:27,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114928,3,2026-01-23 16:47:42,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114929,3,2026-01-23 20:12:41,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114930,3,2026-01-24 08:34:45,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114931,3,2026-01-24 08:35:52,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114932,3,2026-01-26 07:50:43,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114933,3,2026-01-26 20:37:56,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114934,3,2026-01-29 19:44:55,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114935,3,2026-01-30 08:40:42,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114936,3,2026-01-30 11:52:00,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114937,3,2026-02-01 07:55:38,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114938,3,2026-02-01 20:24:55,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114939,3,2026-02-04 19:54:32,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114940,3,2026-02-05 08:25:19,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114941,3,2026-02-06 16:29:46,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114942,3,2026-02-07 07:58:12,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114943,3,2026-02-07 20:32:44,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114944,3,2026-02-10 19:56:33,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114945,3,2026-02-11 08:57:33,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114946,3,2026-02-11 08:58:08,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114947,3,2026-02-12 07:56:05,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114948,3,2026-02-12 20:42:52,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114949,3,2026-02-16 08:05:01,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114950,3,2026-02-16 20:29:41,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114951,3,2026-02-17 07:56:59,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114952,3,2026-02-17 20:14:47,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114953,3,2026-02-18 12:00:37,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114954,3,2026-02-18 16:37:57,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114955,3,2026-02-19 19:57:53,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114956,3,2026-02-20 08:18:15,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114957,3,2026-02-20 12:01:01,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114958,3,2026-02-20 16:31:20,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114959,3,2026-02-22 19:59:04,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114960,3,2026-02-23 08:29:40,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114961,3,2026-02-23 08:29:59,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114962,3,2026-02-23 11:30:15,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114963,3,2026-02-23 15:56:29,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114964,3,2026-02-23 15:56:53,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114965,3,2026-02-23 16:15:01,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114966,3,2026-02-23 20:12:47,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114967,3,2026-02-25 08:08:46,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114968,3,2026-02-25 20:11:43,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114969,3,2026-02-27 11:59:00,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114970,3,2026-02-27 16:30:16,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114971,3,2026-02-28 19:59:33,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114972,3,2026-03-01 08:46:04,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114973,3,2026-03-02 12:02:02,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114974,3,2026-03-02 16:43:15,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114975,3,2026-03-11 10:08:29,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114976,3,2026-03-11 13:12:57,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114977,3,2026-03-13 12:37:32,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114978,3,2026-04-02 07:48:14,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114979,3,2026-04-02 14:29:13,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114980,3,2026-04-04 19:38:38,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114981,3,2026-04-05 08:19:58,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114982,3,2026-04-07 07:58:07,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114983,3,2026-04-07 08:04:51,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114984,3,2026-04-07 20:37:18,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114985,3,2026-04-10 19:35:38,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114986,3,2026-04-11 08:12:44,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114987,3,2026-04-13 07:37:20,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114988,3,2026-04-13 20:19:12,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114989,3,2026-04-13 20:19:37,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114990,3,2026-04-16 07:25:47,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114991,3,2026-04-17 08:17:17,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114992,3,2026-04-19 06:39:59,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114993,3,2026-04-19 21:04:52,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114994,3,2026-04-22 07:47:00,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114995,3,2026-04-23 08:19:48,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114996,3,2026-04-24 20:02:06,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114997,3,2026-04-24 20:02:23,1,0,192.168.0.101,2026-06-06 03:53:47.640205
114998,3,2026-04-25 08:38:54,1,1,192.168.0.101,2026-06-06 03:53:47.640205
114999,3,2026-04-27 07:50:32,1,0,192.168.0.101,2026-06-06 03:53:47.640205
115000,3,2026-04-27 20:00:39,1,1,192.168.0.101,2026-06-06 03:53:47.640205
115001,3,2026-04-28 19:50:50,1,0,192.168.0.101,2026-06-06 03:53:47.640205
115002,3,2026-04-29 08:53:06,1,1,192.168.0.101,2026-06-06 03:53:47.640205
115003,3,2026-04-29 09:16:55,1,1,192.168.0.101,2026-06-06 03:53:47.640205
115004,3,2026-04-29 18:46:00,1,0,192.168.0.101,2026-06-06 03:53:47.640205
115005,3,2026-04-30 08:28:04,1,1,192.168.0.101,2026-06-06 03:53:47.640205
115006,3,2026-05-01 07:26:40,1,0,192.168.0.101,2026-06-06 03:53:47.640205
115007,3,2026-05-01 20:54:06,1,1,192.168.0.101,2026-06-06 03:53:47.640205
115008,3,2026-05-04 19:28:34,1,0,192.168.0.101,2026-06-06 03:53:47.640205
115009,3,2026-05-05 08:51:29,1,1,192.168.0.101,2026-06-06 03:53:47.640205
115010,3,2026-05-07 07:42:16,1,0,192.168.0.101,2026-06-06 03:53:47.640205
115011,3,2026-05-07 20:22:12,1,1,192.168.0.101,2026-06-06 03:53:47.640205
115012,3,2026-05-10 19:16:50,1,0,192.168.0.101,2026-06-06 03:53:47.640205
115013,3,2026-05-11 08:10:30,1,1,192.168.0.101,2026-06-06 03:53:47.640205
115014,3,2026-05-13 07:38:12,1,0,192.168.0.101,2026-06-06 03:53:47.640205
115015,3,2026-05-13 20:06:26,1,1,192.168.0.101,2026-06-06 03:53:47.640205
115016,3,2026-05-16 19:23:19,1,0,192.168.0.101,2026-06-06 03:53:47.640205
115017,3,2026-05-17 08:22:27,1,1,192.168.0.101,2026-06-06 03:53:47.640205
115018,4,2026-01-01 07:18:11,1,0,192.168.0.101,2026-06-06 03:53:47.640205
115019,4,2026-01-01 07:18:16,1,0,192.168.0.101,2026-06-06 03:53:47.640205
115020,4,2026-01-01 20:37:25,1,1,192.168.0.101,2026-06-06 03:53:47.640205
115021,4,2026-01-01 20:37:28,1,1,192.168.0.101,2026-06-06 03:53:47.640205
115022,4,2026-01-01 20:37:31,1,1,192.168.0.101,2026-06-06 03:53:47.640205
115023,4,2026-01-02 05:56:23,1,1,192.168.0.101,2026-06-06 03:53:47.640205
115024,4,2026-01-02 10:37:39,1,0,192.168.0.101,2026-06-06 03:53:47.640205
115025,4,2026-01-02 20:07:19,1,0,192.168.0.101,2026-06-06 03:53:47.640205
115026,4,2026-01-02 20:07:22,1,0,192.168.0.101,2026-06-06 03:53:47.640205
115027,4,2026-01-03 08:41:31,1,1,192.168.0.101,2026-06-06 03:53:47.640205
115028,4,2026-01-03 08:41:34,1,1,192.168.0.101,2026-06-06 03:53:47.640205
